id1	id2	reg	chr1	loc1	chr2	loc2
YDR423C	YBL061C	-	4	1318660	2	106361
YJL127C	YLR326W	?	10	183259	12	782535
YPL075W	YDR388W	+	16	413808	4	1250910
YEL009C	YLR080W	?	5	139340	12	288583
YLR176C	YLL052C	binding enriched	12	509014	12	36136
YER159C	YLR304C	binding enriched	5	491744	12	736380
YDR463W	YDL184C	binding enriched	4	1387595	4	130445
YLR403W	YMR194W	+	12	926593	13	651527
YGL073W	YMR120C	+	7	370003	13	508391
YDL170W	YPL009C	binding enriched	4	157111	16	537378
YPL075W	YBR196C-A	binding enriched	16	413808	2	614098
YPL075W	YML024W	+	16	413808	13	226293
YDR207C	YKL163W	binding enriched	4	866267	11	144889
YNL330C	YPL016W	binding enriched	14	18651	16	522986
YDL020C	YNL146W	+	4	415910	14	351866
YGL073W	YFL026W	+	7	370003	6	83227
YIL131C	YKL032C	binding enriched	9	101508	11	380961
YEL009C	YGL152C	?	5	139340	7	217030
YDR207C	YHL030W	binding enriched	4	866267	8	42887
YLR403W	YOR320C	-	12	926593	15	914356
YGL073W	YML100W	+	7	370003	13	72272
YER040W	YCR069W	binding enriched	5	230891	3	239533
YEL009C	YML066C	?	5	139340	13	140978
YIL131C	YHR086W-A	binding enriched	9	101508	8	280311
YCR084C	YGL234W	+	3	261381	7	57686
YER111C	YBL111C	-	5	384235	2	3958
YML007W	YMR183C	binding enriched	13	254824	13	627364
YHL020C	YDR497C	-	8	66849	4	1444590
YBR083W	YJR028W	+	2	409899	10	479005
YLR403W	YGL028C	-	12	926593	7	442095
YIL036W	YOR204W	+	9	286547	15	723818
YOR038C	YBR045C	-	15	404074	2	329132
YPR086W	YMR303C	binding enriched	16	710619	13	873814
YCR084C	YHL050C	+	3	261381	8	1878
YOR174W	YDR518W	binding enriched	15	659174	4	1479384
YGL073W	YNL036W	-	7	370003	14	560146
YNL068C	YJR045C	binding enriched	14	496995	10	520620
YNL236W	YDR292C	+	14	208392	4	1044078
YIL131C	YBR242W	binding enriched	9	101508	2	705028
YOR110W	YGR132C	binding enriched	15	529594	7	756020
YJL127C	YNL030W	+	10	183259	14	576882
YMR037C	YOR068C	binding enriched	13	345460	15	454041
YBR112C	YOL032W	binding enriched	2	464320	15	265799
YML007W	YGR130C	-	13	254824	7	752619
YPL075W	YOR280C	+	16	413808	15	845392
YNL103W	YHR071W	?	14	428744	8	237348
YLR403W	YGR087C	+	12	926593	7	652135
YJL127C	YCR083W	?	10	183259	3	259769
YDR392W	YCL025C	binding enriched	4	1259202	3	76968
YBR081C	YNL098C	binding enriched	2	403252	14	440086
YDR392W	YMR240C	binding enriched	4	1259202	13	750585
YML007W	YLR154C	binding enriched	13	254824	12	448148
YOR110W	YHR214C-C	binding enriched	15	529594	8	548628
YGL073W	YLR413W	+	7	370003	12	952169
YOR174W	YER083C	binding enriched	15	659174	5	326602
YDL170W	YMR164C	binding enriched	4	157111	13	588412
YLR403W	YAL034C	?	12	926593	1	81330
YPR086W	YOR292C	binding enriched	16	710619	15	866117
YIL101C	YGL241W	binding enriched	9	176278	7	46952
YLR403W	YLR186W	?	12	926593	12	524011
YLR403W	YGL225W	-	12	926593	7	77400
YIL101C	YPL140C	binding enriched	9	176278	16	288274
YOR110W	YGL032C	binding enriched	15	529594	7	436701
YCR084C	YFL026W	+	3	261381	6	83227
YER111C	YFR015C	-	5	384235	6	175328
YEL009C	YPL111W	?	5	139340	16	340444
YLR403W	YNL149C	-	12	926593	14	349561
YIL101C	YLR081W	binding enriched	9	176278	12	291074
YER040W	YOR285W	-	5	230891	15	849844
YDR463W	YGR235C	+	4	1387595	7	961710
YDR463W	YOR034C	+	4	1387595	15	395961
YDR463W	YFR030W	-	4	1387595	6	214865
YPL075W	YGR038W	+	16	413808	7	561016
YDR392W	YLR256W-A	+	4	1259202	12	651778
YOR174W	YDR529C	binding enriched	15	659174	4	1496356
YIL036W	YLL045C	+	9	286547	12	48244
YIL101C	YGL023C	binding enriched	9	176278	7	451150
YDR207C	YJR006W	binding enriched	4	866267	10	449933
YBR049C	YJL144W	binding enriched	2	335602	10	146516
YOR363C	YDL136W	-	15	1021717	4	217983
YJR127C	YLL009C	binding enriched	10	660988	12	131309
YIL131C	YIL090W	binding enriched	9	101508	9	194332
YLR403W	YJL148W	?	12	926593	10	140787
YPR086W	YJR059W	binding enriched	16	710619	10	547015
YEL009C	Q0297	?	5	139340	chrmt	85631
YLR403W	YGL076C	+	12	926593	7	365165
YDL106C	YPL019C	+	4	271061	16	515764
YDL005C	YBR047W	binding enriched	4	441661	2	332096
YLR451W	YBR205W	binding enriched	12	1037423	2	634229
YLR071C	YNR001C	binding enriched	12	277002	14	630341
YOR174W	YER041W	binding enriched	15	659174	5	233600
YGR252W	YGL113W	binding enriched	7	997528	7	296935
YLR176C	YLR002C	binding enriched	12	509014	12	155338
YDR463W	YKL023W	binding enriched	4	1387595	11	394137
YDL005C	YOR196C	binding enriched	4	441661	15	716215
YDR259C	YCL001W-B	binding enriched	4	975206	3	113897
YJL056C	YKL175W	+	10	331752	11	119548
YJL127C	YLR148W	?	10	183259	12	436019
YIL036W	YLR142W	-	9	286547	12	425901
YIL101C	YNL162W	binding enriched	9	176278	14	331738
YPL075W	YER041W	+	16	413808	5	233600
YLR223C	YEL054C	bound	12	583861	5	52969
YLR403W	YIR009W	-	12	926593	9	374692
YOL004W	YPR069C	+	15	319243	16	684996
YDR392W	YDR210W	binding enriched	4	1259202	4	871187
YOR110W	YHR051W	binding enriched	15	529594	8	209928
YMR037C	YBR024W	binding enriched	13	345460	2	289897
YML007W	YBL032W	binding enriched	13	254824	2	160756
YDR259C	YIL121W	binding enriched	4	975206	9	133058
YDR392W	YBR244W	+	4	1259202	2	707772
YJL127C	YMR006C	?	10	183259	13	278621
YIL036W	YOR215C	-	9	286547	15	747003
YDL170W	YBR039W	binding enriched	4	157111	2	316042
YJL127C	YLR167W	+	10	183259	12	499176
YOR174W	YJR017C	binding enriched	15	659174	10	466777
YOR110W	YKL209C	binding enriched	15	529594	11	44359
YLR071C	YJR117W	binding enriched	12	277002	10	642687
YER159C	YJR006W	binding enriched	5	491744	10	449933
YGL073W	YIL140W	+	7	370003	9	86601
YIL101C	YOR243C	binding enriched	9	176278	15	791226
YNL103W	YLR327C	?	14	428744	12	783257
YCR084C	YGR090W	+	3	261381	7	664214
YOL148C	YHR071W	+	15	46667	8	237348
YDL170W	YJR008W	binding enriched	4	157111	10	452938
YLR403W	YLR466W	?	12	926593	12	1069161
YLR176C	YPL204W	binding enriched	12	509014	16	165018
YMR223W	YBR085C-A	binding enriched	13	717422	2	419035
YNL068C	YPL026C	binding enriched	14	496995	16	501429
YMR070W	YGL032C	-	13	409890	7	436701
YGR252W	YEL011W	binding enriched	7	997528	5	134177
YIL131C	YLR222C	binding enriched	9	101508	12	580544
YML007W	YLR042C	binding enriched	13	254824	12	230208
YDL005C	YDR260C	binding enriched	4	441661	4	976973
YNL103W	YLR235C	?	14	428744	12	611731
YDR259C	YOR124C	binding enriched	4	975206	15	556733
YIL101C	YDR011W	binding enriched	9	176278	4	468171
YNL236W	YJL111W	+	14	208392	10	208703
YJR060W	YMR250W	-	10	549286	13	771679
YIL131C	YBR216C	binding enriched	9	101508	2	656588
YHL020C	YNL256W	-	8	66849	14	165860
YIL101C	YOL166W-A	binding enriched	9	176278	15	662
YJR127C	YDR084C	binding enriched	10	660988	4	613704
YIL101C	YBL015W	binding enriched	9	176278	2	194912
YDR259C	YDR051C	binding enriched	4	975206	4	557558
YGR252W	YOR186W	binding enriched	7	997528	15	683328
YOR174W	YDL039C	binding enriched	15	659174	4	383033
YOL004W	YER044C	-	15	319243	5	237793
YIL131C	YGR035W-A	binding enriched	9	101508	7	557675
YER159C	YNL241C	binding enriched	5	491744	14	197184
YIL101C	YJL158C	binding enriched	9	176278	10	122606
YDR259C	YCR043C	binding enriched	4	975206	3	206452
YDR207C	YIL114C	-	4	866267	9	149565
YDR463W	YML129C	binding enriched	4	1387595	13	14647
YDR253C	YML091C	bound	4	964277	13	88927
YEL009C	YMR195W	?	5	139340	13	654225
YJL127C	snR190	?	10	183259	10	139855
YER111C	YEL017C-A	binding enriched	5	384235	5	122863
YLR403W	YGR158C	?	12	926593	7	805645
YIR018W	YNR020C	?	9	384977	14	667816
YBR049C	YLR308W	binding enriched	2	335602	12	748406
YLR403W	YKL205W	?	12	926593	11	51702
YDR463W	YBR143C	binding enriched	4	1387595	2	531525
YIL036W	YKR059W	+	9	286547	11	555580
YOL004W	YJL088W	-	15	319243	10	269307
YLR176C	YPR081C	binding enriched	12	509014	16	703042
YML007W	YFR040W	-	13	254824	6	235746
YNL103W	YGL125W	?	14	428744	7	273421
YGL073W	YBR286W	+	7	370003	2	775506
YOR174W	YIR011C	binding enriched	15	659174	9	377766
YGR252W	YKR072C	binding enriched	7	997528	11	577279
YDL020C	YNL160W	-	4	415910	14	337077
YIL101C	YOR327C	binding enriched	9	176278	15	930907
YDR463W	YHL047C	-	4	1387595	8	9282
YJL127C	YEL054C	+	10	183259	5	52969
YNL216W	YGR253C	binding enriched	14	242930	7	998749
YBR049C	YNL221C	binding enriched	2	335602	14	232381
YLR176C	YIR038C	binding enriched	12	509014	9	424161
YIL131C	YDR392W	binding enriched	9	101508	4	1259202
YDR392W	YCR102C	binding enriched	4	1259202	3	304914
YOR174W	YGL153W	binding enriched	15	659174	7	216785
YPR086W	YPL004C	binding enriched	16	710619	16	551144
YOR110W	YCL027W	binding enriched	15	529594	3	72572
YDR259C	YIL148W	binding enriched	4	975206	9	69118
YDR259C	YDR351W	binding enriched	4	975206	4	1179963
YOR174W	YLR099W-A	binding enriched	15	659174	12	341456
YKR099W	YGR027W-A	-	11	637068	7	536718
YOR110W	YJL065C	binding enriched	15	529594	10	315305
YER159C	YJR096W	binding enriched	5	491744	10	611619
YIL131C	YNL185C	binding enriched	9	101508	14	292431
YNL216W	YJL012C	+	14	242930	10	412316
YGR252W	YDL157C	binding enriched	7	997528	4	174410
YBR081C	YLR327C	binding enriched	2	403252	12	783257
YPL075W	YDR353W	+	16	413808	4	1183778
YDL170W	YDR182W-A	binding enriched	4	157111	4	829252
YBR049C	YBR249C	+	2	335602	2	717438
YDR397C	YJR006W	binding enriched	4	1266632	10	449933
YDR259C	YBL104C	binding enriched	4	975206	2	19735
YGR116W	YBR249C	binding enriched	7	722586	2	717438
YML007W	YHR042W	binding enriched	13	254824	8	191580
YOR174W	YOL043C	binding enriched	15	659174	15	248963
YPL254W	YMR038C	+	16	70218	13	347885
YIL131C	YBR132C	binding enriched	9	101508	2	500547
YIL131C	YLR043C	binding enriched	9	101508	12	231857
YGR252W	YDR054C	binding enriched	7	997528	4	561883
YIL101C	YGR008C	binding enriched	9	176278	7	508237
YPL254W	YMR045C	+	16	70218	13	359993
YIR018W	YML131W	?	9	384977	13	10746
YDR169C	YCL027W	+	4	793118	3	72572
YLR403W	YMR119W-A	+	12	926593	13	507183
YLR451W	YHR208W	+	12	1037423	8	518122
YHR084W	YGL147C	binding enriched	8	275207	7	228041
YDR423C	YNR009W	+	4	1318660	14	643064
YJR140C	YGR108W	+	10	693223	7	704343
YGR252W	YBR137W	binding enriched	7	997528	2	513313
YLR403W	YPL221W	?	12	926593	16	134233
YIL101C	YKL058W	binding enriched	9	176278	11	330350
YNL068C	YLR152C	binding enriched	14	496995	12	443823
YDR253C	YER088C	bound	4	964277	5	334182
YDR259C	YOR369C	binding enriched	4	975206	15	1028409
YMR037C	YIL089W	binding enriched	13	345460	9	195907
YGR252W	YDR152W	binding enriched	7	997528	4	766104
YBR049C	YER085C	binding enriched	2	335602	5	327879
YBR049C	YFR052W	+	2	335602	6	252917
YPR086W	YJR006W	binding enriched	16	710619	10	449933
YDR259C	YLR157C	binding enriched	4	975206	12	473513
YDL005C	YGR037C	binding enriched	4	441661	7	559862
YNL199C	YOR393W	+	14	265728	15	1080932
YNL103W	YHR007C	?	14	428744	8	120887
YIL101C	YGL070C	binding enriched	9	176278	7	374643
YGL181W	YPL257W-A	+	7	158501	16	57409
YBR049C	YOR237W	binding enriched	2	335602	15	782646
YEL009C	YHR022C	?	5	139340	8	149960
YOL148C	YLR355C	+	15	46667	12	838659
YIR018W	YOR275C	binding enriched	9	384977	15	840076
YLR014C	YOR034C	+	12	173625	15	395961
YPR086W	YDR171W	binding enriched	16	710619	4	807184
YGL073W	YJR015W	+	7	370003	10	463487
YGR116W	YNL079C	binding enriched	7	722586	14	478865
YOR110W	YPL101W	binding enriched	15	529594	16	360894
YGL035C	YMR085W	-	7	432305	13	438140
YDL005C	YFL021W	binding enriched	4	441661	6	96732
YML027W	YLR465C	-	13	221984	12	1067199
YDL005C	YPR159C-A	binding enriched	4	441661	16	860364
YIL131C	YFL057C	binding enriched	9	101508	6	14534
YIR018W	YOR255W	?	9	384977	15	807689
YIL131C	YHR036W	binding enriched	9	101508	8	181052
YLR403W	YER069W	+	12	926593	5	296705
YOL108C	YKR018C	binding enriched	15	111658	11	474811
YDR259C	YLR298C	binding enriched	4	975206	12	725068
YNL216W	YEL046C	+	14	242930	5	68210
YLR176C	YOR379C	-	12	509014	15	1050895
YMR037C	YPL166W	binding enriched	13	345460	16	237658
YHR058C	YGR198W	binding enriched	8	219440	7	895919
YOR174W	YNL297C	binding enriched	15	659174	14	74128
YPR052C	YPL055C	binding enriched	16	665833	16	454491
YDR207C	YDR365W-B	+	4	866267	4	1209631
YNL216W	YDR299W	-	14	242930	4	1060429
YER159C	YIL121W	binding enriched	5	491744	9	133058
YLR403W	YFR001W	-	12	926593	6	149417
YDR463W	YOL077C	binding enriched	4	1387595	15	186285
YPR086W	YGR215W	binding enriched	16	710619	7	922341
YDR253C	YLR141W	bound	4	964277	12	424228
YML007W	YJL058C	binding enriched	13	254824	10	327057
YNL236W	YPL240C	+	14	208392	16	97560
YHR058C	YIL009W	binding enriched	8	219440	9	340386
YER159C	YLR312C	binding enriched	5	491744	12	758235
YLR403W	YOR361C	+	12	926593	15	1016506
YDR448W	YDR046C	binding enriched	4	1356717	4	549669
YNL330C	YLR465C	+	14	18651	12	1067199
YJL127C	YOR009W	?	10	183259	15	345066
YLR403W	YNL231C	?	12	926593	14	216514
YLR403W	YOR303W	?	12	926593	15	883516
YPR104C	YDR234W	binding enriched	16	735028	4	932169
YJR060W	YOL016C	-	10	549286	15	295448
YOR344C	YMR045C	+	15	977631	13	359993
YDR207C	YDR180W	binding enriched	4	866267	4	823535
YOR110W	YGR283C	binding enriched	15	529594	7	1059527
YEL009C	YOR391C	?	5	139340	15	1078901
YJL127C	YKL209C	?	10	183259	11	44359
YPR086W	YOL032W	binding enriched	16	710619	15	265799
YJL127C	YJR047C	?	10	183259	10	525144
YDR259C	YBR126C	binding enriched	4	975206	2	489648
YLR223C	YLR388W	bound	12	583861	12	898736
YER111C	YDR487C	binding enriched	5	384235	4	1428667
YPL075W	YOR095C	+	16	413808	15	503940
YLR403W	YOL101C	+	12	926593	15	127451
YKL112W	YIL051C	+	11	227667	9	258061
YDR463W	YLR102C	binding enriched	4	1387595	12	343368
YML007W	YGR007W	binding enriched	13	254824	7	507454
YJL127C	YOL085C	?	10	183259	15	161843
YGR252W	YLR262C-A	binding enriched	7	997528	12	669565
YLR403W	YOL127W	+	12	926593	15	80769
YDR392W	YDL182W	binding enriched	4	1259202	4	134080
YNL103W	YER019W	?	14	428744	5	193513
YLR176C	YJL193W	binding enriched	12	509014	10	71970
YLR403W	YFL031W	+	12	926593	6	75663
YKL015W	YIL123W	binding enriched	11	410013	9	128866
YNL236W	YBR005W	+	14	208392	2	246226
YDR463W	YHR011W	binding enriched	4	1387595	8	128450
YDR146C	YER042W	binding enriched	4	749677	5	235214
YPL075W	YLR150W	+	16	413808	12	440877
YDR463W	YLR304C	binding enriched	4	1387595	12	736380
YPR065W	YLR261C	-	16	680246	12	668400
YDL005C	YJL176C	binding enriched	4	441661	10	93291
YLR403W	YGR202C	?	12	926593	7	904111
YJL127C	YLL061W	?	10	183259	12	18831
YBR112C	YHR080C	binding enriched	2	464320	8	264819
YGL073W	YER056C-A	+	7	370003	5	269804
YDR259C	YER154W	binding enriched	4	975206	5	475624
YDL005C	YGR093W	binding enriched	4	441661	7	671149
YDR463W	YAL054C	binding enriched	4	1387595	1	43951
YLR403W	YGL258W	?	12	926593	7	11420
YLR223C	YBL087C	bound	12	583861	2	60280
YML007W	YJR027W	-	13	254824	10	475394
YJL127C	YPR158W-B	-	10	183259	16	847344
YBR049C	YLR356W	binding enriched	2	335602	12	840617
YPR065W	YJR150C	-	16	680246	10	709259
YDL170W	YBR007C	binding enriched	4	157111	2	249911
YNL216W	YPL144W	binding enriched	14	242930	16	280703
YDR253C	YOR230W	bound	4	964277	15	771456
YHR058C	YNL281W	binding enriched	8	219440	14	108697
YPL230W	YHR003C	+	16	115899	8	110672
YGR252W	YBL041W	binding enriched	7	997528	2	141609
YDR423C	YHR088W	-	4	1318660	8	281938
YGL013C	YNL193W	-	7	470695	14	275206
YLR403W	YBR258C	?	12	926593	2	729948
YIL131C	YLR259C	binding enriched	9	101508	12	664143
YLR071C	YPR042C	binding enriched	12	277002	16	652048
YLR014C	YOL126C	+	12	173625	15	82353
YGR252W	YJL051W	binding enriched	7	997528	10	341021
YNL216W	YLR153C	+	14	242930	12	446549
YMR037C	YFL016C	binding enriched	13	345460	6	105468
YDR146C	YKR069W	binding enriched	4	749677	11	572502
YIL131C	YML012W	binding enriched	9	101508	13	246433
YLR071C	YFL061W	binding enriched	12	277002	6	9883
YNL199C	YBR179C	-	14	265728	2	587830
YPL075W	YIL018W	+	16	413808	9	317350
YPR133C	YGL258W-A	binding enriched	16	796594	7	9278
YLR223C	YKL156W	bound	12	583861	11	158912
YIL101C	YOR367W	binding enriched	9	176278	15	1026308
YGR252W	YNL110C	binding enriched	7	997528	14	418157
YOL089C	YMR011W	+	15	151944	13	288891
YLR403W	YLR301W	?	12	926593	12	731192
YLR176C	YNL169C	binding enriched	12	509014	14	316920
YDL005C	YGR225W	binding enriched	4	441661	7	946082
YJL127C	YDR472W	?	10	183259	4	1403747
YHR058C	YLR052W	binding enriched	8	219440	12	247577
YPR104C	YLL012W	binding enriched	16	735028	12	126394
YBR112C	YKL037W	binding enriched	2	464320	11	369543
YOR110W	YLR383W	binding enriched	15	529594	12	886960
YDR392W	YDR365W-A	+	4	1259202	4	1207658
YDR423C	YNL115C	-	4	1318660	14	411086
YBR049C	YIL062C	binding enriched	2	335602	9	244230
YGR104C	YEL066W	binding enriched	7	697906	5	26936
YJL127C	YIL167W	?	10	183259	9	29540
YNR010W	YMR189W	+	14	643968	13	639052
YDL020C	YDR281C	+	4	415910	4	1022164
YLR403W	YBR040W	?	12	926593	2	317416
YIL101C	YFL010W-A	binding enriched	9	176278	6	115132
YLR403W	YCL018W	+	12	926593	3	91871
YJL127C	YOL104C	?	10	183259	15	116925
YJL127C	YOR349W	?	10	183259	15	991311
YPL254W	YGL032C	+	16	70218	7	436701
YGL073W	YJL079C	-	7	370003	10	290324
YCR084C	YOL101C	+	3	261381	15	127451
YLR403W	YNL339C	+	12	926593	14	3234
YGR116W	YOR020W-A	binding enriched	7	722586	15	371821
YDR043C	YLR162W-A	-	4	543021	12	490500
YDR392W	YPL209C	-	4	1259202	16	157041
YIR018W	YOR063W	binding enriched	9	384977	15	445267
YPR086W	YNR069C	binding enriched	16	710619	14	761857
YLR403W	YMR216C	+	12	926593	13	699925
YIL036W	YLR061W	+	9	286547	12	263571
YLR403W	YBL094C	+	12	926593	2	43931
YBL103C	YOR220W	+	2	22806	15	755726
YOR174W	YNL012W	binding enriched	15	659174	14	610675
YDR259C	YGL209W	binding enriched	4	975206	7	96432
YIL036W	YNL134C	-	9	286547	14	373016
YJL127C	YER172C-A	?	10	183259	5	536465
YKR099W	YER092W	binding enriched	11	637068	5	343043
YDR392W	YPL240C	binding enriched	4	1259202	16	97560
YNL236W	YIL040W	-	14	208392	9	277931
YOL148C	YBR296C	+	15	46667	2	797660
YDR207C	YKL074C	binding enriched	4	866267	11	295401
YJL056C	YCR021C	-	10	331752	3	156608
YGR252W	YPL028W	binding enriched	7	997528	16	498694
YPL075W	YLR410W-A	-	16	413808	12	942141
YDR253C	YEL071W	bound	4	964277	5	17100
YPL075W	YFL037W	+	16	413808	6	57022
YNL103W	YLR137W	?	14	428744	12	417557
YER159C	YMR105C	binding enriched	5	491744	13	476751
YLR176C	YOL105C	binding enriched	12	509014	15	114973
YHR058C	YJR140C	binding enriched	8	219440	10	693223
YGR252W	YPL029W	binding enriched	7	997528	16	496612
YLR403W	YJL125C	?	12	926593	10	186103
YOR110W	YML013W	binding enriched	15	529594	13	245026
YNL216W	YLR325C	+	14	242930	12	781261
YJL127C	YHL005C	?	10	183259	8	99024
YPL139C	YLR194C	+	16	290360	12	541191
YOR110W	YPL022W	binding enriched	15	529594	16	508348
YPL075W	YCR028C-A	+	16	413808	3	173195
YPR086W	YGL121C	binding enriched	16	710619	7	280967
YDR423C	YOL103W-A	+	4	1318660	15	118661
YBL103C	YOR382W	-	2	22806	15	1059761
YMR164C	YHR055C	+	13	588412	8	214625
YNL103W	YNL249C	?	14	428744	14	180208
YGR252W	YGR146C-A	binding enriched	7	997528	7	785356
YNL103W	YBR020W	?	14	428744	2	279814
YGR116W	YJL141C	binding enriched	7	722586	10	149178
YIR018W	YHR112C	?	9	384977	8	335095
YJL127C	YJR158W	-	10	183259	10	733291
YIL036W	YBR068C	+	9	286547	2	374775
YHR206W	YIL089W	binding enriched	8	513666	9	195907
YIL101C	YPR006C	binding enriched	9	176278	16	568132
YOR110W	YDR320C-A	binding enriched	15	529594	4	1108389
YLR403W	YPR029C	-	12	926593	16	625718
YDR253C	YLL057C	bound	4	964277	12	26375
YGR252W	YLR367W	binding enriched	7	997528	12	856879
YDR146C	YDR121W	binding enriched	4	749677	4	693880
YDR259C	YKL071W	binding enriched	4	975206	11	305499
YGR104C	YER144C	binding enriched	7	697906	5	459014
YOL148C	YHR128W	+	15	46667	8	362440
YHR206W	YBR244W	+	8	513666	2	707772
YJL127C	YBR216C	?	10	183259	2	656588
YOL148C	YAL004W	+	15	46667	1	141083
YLR451W	YOR320C	binding enriched	12	1037423	15	914356
YDR123C	YHR039C-A	binding enriched	4	699011	8	187426
YIL101C	YDL070W	binding enriched	9	176278	4	331982
YJL127C	YPR001W	?	10	183259	16	557107
YJL127C	YMR190C	?	10	183259	13	643086
YML007W	YER154W	binding enriched	13	254824	5	475624
YDR392W	YDL097C	binding enriched	4	1259202	4	286043
YLR403W	YGR037C	?	12	926593	7	559862
YIL131C	YNL031C	binding enriched	9	101508	14	575845
YDL170W	YBL060W	binding enriched	4	157111	2	108963
YLR176C	YDR288W	binding enriched	12	509014	4	1037650
YLR176C	YIL106W	binding enriched	12	509014	9	166929
YLR403W	YJR160C	-	12	926593	10	738912
YLR098C	YLR157C-B	binding enriched	12	338500	12	478967
YPR086W	YHR210C	binding enriched	16	710619	8	521224
YGR252W	YMR302C	binding enriched	7	997528	13	871349
YBR049C	YKR026C	+	2	335602	11	489196
YDR253C	YOR349W	bound	4	964277	15	991311
YLR403W	YDR382W	?	12	926593	4	1239658
YML007W	YJL107C	binding enriched	13	254824	10	219434
YNL216W	YGL062W	-	14	242930	7	386964
YOL004W	YLR173W	-	15	319243	12	503334
YPL254W	YER138W-A	+	16	70218	5	449526
YDL005C	YML014W	binding enriched	4	441661	13	243644
YPL254W	YLR413W	+	16	70218	12	952169
YNL330C	YPL155C	binding enriched	14	18651	16	258276
YIL131C	YGL196W	binding enriched	9	101508	7	130526
YLR176C	YJR002W	binding enriched	12	509014	10	439755
YIL036W	YMR008C	-	9	286547	13	281587
YOR174W	YEL059C-A	binding enriched	15	659174	5	42512
YLR403W	YPL048W	+	12	926593	16	465024
YNL229C	YHR136C	binding enriched	14	219669	8	374877
YER111C	YOL113W	binding enriched	5	384235	15	105309
YPR133C	YLR219W	binding enriched	16	796594	12	575244
YOL004W	YGR149W	-	15	319243	7	789680
YER159C	YGL205W	binding enriched	5	491744	7	109281
YDR259C	YBR243C	binding enriched	4	975206	2	706120
YOR028C	YKL178C	+	15	383976	11	113921
YJL127C	YFL054C	?	10	183259	6	21817
YAL051W	YOL014W	+	1	50135	15	299880
YLR071C	YML129C	binding enriched	12	277002	13	14647
YDL005C	YKL148C	binding enriched	4	441661	11	170168
YPR086W	YJL100W	binding enriched	16	710619	10	238174
